,film,budget,original_language,popularity,production_companies,release_date,runtime,revenue,genre,production_companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,For Keeps,0,en,5.410839,"[{'name': 'TriStar Pictures', 'id': 559}]",1/15/1988,98,17514553,Drama,TriStar Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Risen,20000000,en,8.759801,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Affirm Films', 'id': 10156}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Patrick Aiello Productions', 'id': 59827}]",2/19/2016,107,46069568,Action,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Son in Law,0,en,9.122718,"[{'name': 'Hollywood Pictures', 'id': 915}]",7/2/1993,95,36448200,Comedy,Hollywood Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Queen to Play,0,fr,2.94798,"[{'name': 'Mon Voisin Productions', 'id': 22983}]",8/5/2009,97,1056938,Comedy,Mon Voisin Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Batman & Robin,125000000,en,17.038824,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Warner Bros.', 'id': 6194}]",6/20/1997,125,238207122,Action,PolyGram Filmed Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Were The World Mine,0,en,1.882446,"[{'name': 'Speak Productions', 'id': 3599}]",6/24/2008,95,119563,Music,Speak Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,All About the Benjamins,14000000,en,3.909079,"[{'name': 'New Line Cinema', 'id': 12}]",3/8/2002,95,25482931,Action,New Line Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Casino Royale,150000000,en,23.065078,"[{'name': 'Eon Productions', 'id': 7576}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'Babelsberg Film', 'id': 19481}]",11/14/2006,144,599045960,Adventure,Eon Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Trapeze,4000000,en,1.801071,"[{'name': 'Joanna Productions', 'id': 5799}]",5/30/2056,105,14400000,Drama,Joanna Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Fallen,0,en,6.381612,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Turner Pictures (I)', 'id': 6189}]",1/16/1998,124,25232289,Thriller,Atlas Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,en,7.743144,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Sean S. Cunningham Films', 'id': 17611}, {'name': 'Horror Inc.', 'id': 62948}]",7/28/1989,100,14000000,Horror,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Nebraska,12000000,en,11.160699,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'Bona Fide Productions', 'id': 2570}]",9/21/2013,115,17654912,Drama,Paramount Vantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Bloodsport,1500000,en,8.822276,"[{'name': 'Cannon Films', 'id': 4110}]",2/26/1988,92,11806119,Action,Cannon Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Henry's Crime,12000000,en,5.145185,"[{'name': 'Company Films', 'id': 7193}, {'name': 'Moving Pictures Film and Television', 'id': 7595}]",1/14/2010,108,204940,Crime,Company Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,A Touch of Sin,0,zh,6.303552,"[{'name': 'Office Kitano', 'id': 567}, {'name': 'Xstream Pictures', 'id': 1079}, {'name': 'Shanghai Film Group', 'id': 3407}]",10/4/2013,133,154120,Drama,Office Kitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,To Kill a Mockingbird,2000000,en,14.284787,"[{'name': 'Universal Pictures', 'id': 33}]",12/25/2062,129,13129846,Crime,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,The Fast and the Furious: Tokyo Drift,85000000,en,2.238808,"[{'name': 'Universal Pictures', 'id': 33}]",6/3/2006,104,158468292,Action,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,The Jacket,29000000,en,12.092096,"[{'name': 'Section Eight', 'id': 129}, {'name': 'Mandalay Pictures', 'id': 551}, {'name': 'VIP 3 Medienfonds', 'id': 827}, {'name': '2929 Productions', 'id': 846}, {'name': 'Rising Star', 'id': 1208}, {'name': 'VIP 2 Medienfonds', 'id': 3801}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]",3/4/2005,103,21126225,Drama,Section Eight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,The Motorcycle Diaries,0,es,7.667491,"[{'name': 'Senator Film Produktion', 'id': 191}, {'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Sound for Film', 'id': 1143}, {'name': 'Inca Films S.A.', 'id': 6638}, {'name': 'Filmfour', 'id': 6705}, {'name': 'BD Cine', 'id': 9962}, {'name': 'Tu Vas Voir Productions', 'id': 17469}, {'name': 'Sahara Films', 'id': 19027}]",2/6/2004,126,16756372,Drama,Senator Film Produktion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Cry-Baby,11000000,en,8.290384,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",4/5/1990,85,8266343,Comedy,Imagine Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Czech Dream,0,cs,0.919556,,3/30/2004,90,17393,Crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Jackson County Jail,445000,en,2.482536,"[{'name': 'New World Pictures', 'id': 1950}]",3/31/1976,84,2300000,Crime,New World Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Fright Night,17000000,en,9.665251,"[{'name': 'Touchstone Pictures', 'id': 9195}]",8/18/2011,106,24922237,Horror,Touchstone Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Kandukondain Kandukondain,500000,ta,0.660663,,5/5/2000,157,500000,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Caddyshack,6000000,en,10.451986,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Warner Bros.', 'id': 6194}]",7/25/1980,98,39846344,Comedy,Orion Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Sharky's Machine,0,en,2.633399,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Deliverance Productions', 'id': 11593}]",12/18/1981,122,35610100,Crime,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,31,1500000,en,6.636625,"[{'name': 'Spectacle Entertainment Group', 'id': 10370}, {'name': 'Windy Hill Pictures', 'id': 18922}, {'name': 'Protagonist Pictures', 'id': 20277}, {'name': 'Bow and Arrow Entertainment', 'id': 37432}, {'name': 'PalmStar Media', 'id': 49152}]",9/15/2016,102,779820,Horror,Spectacle Entertainment Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Dark Blue,15000000,en,4.98408,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'IM Filmproduktion', 'id': 1809}, {'name': 'Cosmic Pictures', 'id': 1810}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Alphaville Films', 'id': 11462}]",12/14/2002,118,9237470,Action,United Artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Shopgirl,10284523,en,4.349046,"[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Hyde Park Films', 'id': 1172}, {'name': 'Shopgirl', 'id': 1173}, {'name': 'Touchstone Pictures', 'id': 9195}]",10/21/2005,104,11588205,Comedy,Epsilon Motion Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,The Skeleton Key,43000000,en,10.947957,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'MFPV Film', 'id': 69}, {'name': 'Double Feature Films', 'id': 215}, {'name': 'ShadowCatcher Entertainment', 'id': 12269}, {'name': 'Daniel Bobker Productions', 'id': 12270}, {'name': 'Brick Dust Productions LLC', 'id': 12271}]",7/29/2005,104,91974818,Drama,Universal Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2010,28000000,en,7.482865,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",12/6/1984,116,40400657,Thriller,Metro-Goldwyn-Mayer (MGM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Silent House,2000000,en,10.239941,"[{'name': 'Elle Driver', 'id': 6930}, {'name': 'Tazora Films', 'id': 25904}]",1/21/2011,85,13101672,Horror,Elle Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Congo,50000000,en,7.260574,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}]",6/9/1995,109,152022101,Action,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Kramer vs. Kramer,8000000,en,9.741644,"[{'name': 'Columbia Pictures', 'id': 5}]",12/18/1979,105,106260000,Drama,Columbia Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Rumble in the Bronx,7500000,cn,12.314278,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Golden Harvest Company', 'id': 2521}]",1/30/1995,91,32392047,Crime,New Line Cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,The Zookeeper's Wife,20000000,en,13.655178,"[{'name': 'Scion Films', 'id': 7419}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Czech Anglo Productions', 'id': 20473}]",3/31/2017,126,13162475,Drama,Scion Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Sommersby,0,en,4.359884,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}]",2/5/1993,109,140081992,Drama,Canal Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Kill Bill: Vol. 1,30000000,en,25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]",10/10/2003,111,180949000,Action,Miramax Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,His Secret Life,0,it,3.83196,"[{'name': 'R%26C Produzioni', 'id': 4235}, {'name': 'Les Films Balenciaga', 'id': 4236}]",3/16/2001,106,215339,Drama,R%26C Produzioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,The Horseman on the Roof,35000000,en,1.690768,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Hachette Première', 'id': 582}, {'name': 'Canal+', 'id': 5358}]",9/20/1995,135,15000000,War,France 2 Cinéma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Hunger,0,en,14.322814,"[{'name': 'Blast! Films', 'id': 2600}]",5/15/2008,96,2724474,Drama,Blast! Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Mulholland Drive,15000000,en,18.184056,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]",5/16/2001,147,20117339,Thriller,Asymmetrical Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,And Here's What's Happening to Me,0,ru,0.181963,"[{'name': 'Yellow, Black & White', 'id': 42877}]",12/9/2012,72,14353,Drama,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sleepless Night,2500000,fr,2.942355,"[{'name': 'Procirep', 'id': 311}, {'name': 'Canal+', 'id': 5358}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Media Programme of the European Community', 'id': 21972}, {'name': 'Ciné+', 'id': 23616}]",11/14/2011,98,3358,Action,Procirep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Target,0,ru,1.042112,"[{'name': 'Ren Film', 'id': 19802}]",6/26/2011,158,73000,Fantasy,Ren Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Tad, the Lost Explorer",10500000,es,11.003515,"[{'name': 'Studio Canal', 'id': 5870}]",8/31/2012,90,23000000,Animation,Studio Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Colors,6000000,en,5.529808,"[{'name': 'Orion Pictures', 'id': 41}]",4/15/1988,120,46616067,Action,Orion Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Dark Angel,7000000,en,7.958502,"[{'name': 'Epic Productions', 'id': 1988}, {'name': 'Vision International', 'id': 3603}, {'name': 'Vision PDG', 'id': 4109}, {'name': 'Trans World Entertainment (TWE)', 'id': 17915}]",1/26/1990,91,9229401,Action,Epic Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,A Beautiful Mind,60000000,en,11.93646,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}]",12/11/2001,135,313542341,Drama,Imagine Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Going by the Book,0,ko,1.066558,"[{'name': 'Barunson Film Division', 'id': 4399}, {'name': 'Film It Suda', 'id': 5659}, {'name': 'Sio Film and Bravo Entertainment', 'id': 21188}]",8/18/2007,102,14961069,Action,Barunson Film Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Won't Back Down,0,en,2.401289,"[{'name': 'Gran Via Productions', 'id': 2605}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Lemodeln Model & Talent Agency', 'id': 59391}]",9/28/2012,121,5310554,Drama,Gran Via Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Recep İvedik 4,0,tr,1.590383,"[{'name': 'Çamaşırhane', 'id': 23745}, {'name': 'Kinostar', 'id': 23746}, {'name': 'Tiglon', 'id': 23747}, {'name': 'Emrah Gamsızoğlu', 'id': 23748}]",2/20/2014,117,149521495,Comedy,Çamaşırhane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Belle,10900000,en,13.454169,"[{'name': 'Isle of Man Film', 'id': 2268}, {'name': 'DJ Films', 'id': 5654}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Pinewood Studios', 'id': 19404}, {'name': 'Metrol Technology', 'id': 25954}]",9/8/2013,105,16505460,Drama,Isle of Man Film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Extraordinary Measures,31000000,en,6.523155,"[{'name': 'Double Feature Films', 'id': 215}, {'name': 'CBS Films', 'id': 5490}]",1/21/2010,105,15134293,Drama,Double Feature Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Braveheart,72000000,en,20.755149,"[{'name': 'Icon Entertainment International', 'id': 4564}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'B.H. Finance C.V.', 'id': 11353}]",5/24/1995,177,210000000,Action,Icon Entertainment International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,An Ideal Husband,14000000,en,3.873796,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Pyramide Productions', 'id': 186}]",4/15/1999,97,18535191,Drama,Miramax Films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
